"|","|__i","|__lc","|__m","|__n","|__sc","|__ri","|__rm","|__rn","|__t","|__time"
"1532175121122","112894370020260664055","","5:39 CSMT fast local train arrives shortly at platform no 6  (sent from Thane Stn.)","Thane User","","","","","21 Jul 05:42 PM","1532175121122"
"1532175143031","112894370020260664055","","5:40 kalyan slow local train arrives shortly at platform no 2 (sent from Thane Stn.)","Thane User","","","","","21 Jul 05:42 PM","1532175143031"
"1532175244713","114588471698504338676","","please check in most liked chats for Megablock details","Tester1 Mobond","","105401089339001376942","central line me mega block kb se kb tk hai","Sanjay Kumar","21 Jul 05:44 PM","1532175244713"
"1532175250177","112894370020260664055","","5:42 CSMT slow local train left from platform no 1 (sent from Thane Stn.)","Thane User","","","","","21 Jul 05:44 PM","1532175250177"
"1532175264280","103541534629167097537","","timing for mega Blocks on 22 July  (sent from Thane Stn.)","krishan Lal","","","","","21 Jul 05:44 PM","1532175264280"
"1532175358346","106700844551790796049","","wat about 5.37 kalyan fast 15 car (sent from Kurla Stn.)","swati shetge","","","","","21 Jul 05:45 PM","1532175358346"
"1532175643639","113574392715964092494","","5:40 cst slow train shortly arriving on platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:50 PM","1532175643639"
"1532175712695","113574392715964092494","","5:50 thane slow train shortly arriving on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:51 PM","1532175712695"
"1532175720947","113574392715964092494","","5:50 thane slow train arrived on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:52 PM","1532175720947"
"1532175736479","113574392715964092494","","5:51 dombivli fast train left from platform no 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:52 PM","1532175736479"
"1532175748290","113574392715964092494","1","5:01 cst slow train arrived on platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:52 PM","1532175748290"
"1532175762565","113574392715964092494","","5:48 cst fast train shortly arriving on platform no 6 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:52 PM","1532175762565"
"1532175774474","113574392715964092494","","6:01 kalyan fast train shortly arriving on platform no 5 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:52 PM","1532175774474"
"1532175787624","113574392715964092494","","5:01 cst slow train left from platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:53 PM","1532175787624"
"1532175810117","113574392715964092494","","5:54 asangeon fast train shortly arriving on platform no 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:53 PM","1532175810117"
"1532175829395","113574392715964092494","","5:44 cst slow train shortly arriving on platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:53 PM","1532175829395"
"1532175890604","113574392715964092494","","5:54 asangeon fast train arrived on platform no 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:54 PM","1532175890604"
"1532175897266","110410281399289691102","","where is 5.48 karjat now can anyone tell me ","Mahesh Chavan","","","","","21 Jul 05:54 PM","1532175897266"
"1532175904568","113574392715964092494","","5""54 kalyan slow train shortly arriving on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:55 PM","1532175904568"
"1532175916772","113574392715964092494","","5:44 cst slow train arrived on platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:55 PM","1532175916772"
"1532175926847","113574392715964092494","","5:54 asangeon fast train left from platform no 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:55 PM","1532175926847"
"1532175937696","113574392715964092494","","5:44 cst slow train left from platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:55 PM","1532175937696"
"1532175983463","113574392715964092494","","5:59 cst slow train shortly arriving on platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:56 PM","1532175983463"
"1532176010592","113574392715964092494","","5:54 asangeon slow train arrived on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:56 PM","1532176010592"
"1532176047609","113574392715964092494","","5:58 ambarnath fast train shortly arriving on platform 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:57 PM","1532176047609"
"1532176057871","113574392715964092494","","5:54 kalyan slow train left from platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 05:57 PM","1532176057871"
"1532176150190","112894370020260664055","","5:58 kalyan slow local train arrives shortly at platform no 2 (sent from Thane Stn.)","Thane User","","","","","21 Jul 05:59 PM","1532176150190"
"1532176166400","112894370020260664055","","5:55 Dadar slow local train arrives shortly at platform no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 05:59 PM","1532176166400"
"1532176177315","112894370020260664055","","5:58 CSMT fast local train arrives shortly at platform no 6 (sent from Thane Stn.)","Thane User","","","","","21 Jul 05:59 PM","1532176177315"
"1532176204520","114667266203281398517","","Good evening... (sent from Cst Stn.)","CST User","","","","","21 Jul 06:00 PM","1532176204520"
"1532176244255","105131615740327103150","","karjat train","Roshan Parkhande","","","","","21 Jul 06:00 PM","1532176244255"
"1532176245468","114667266203281398517","","5:56 Titwala fast train arrived on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:00 PM","1532176245468"
"1532176255924","114667266203281398517","1","5:59 Badlapur fast train arrived on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:00 PM","1532176255924"
"1532176269277","114667266203281398517","","5:58 Dombevli slow train shortly arriving on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:01 PM","1532176269277"
"1532176270240","103108364184975827127","","from kalyan to thane at 6:30 (sent from Bhivpuriroad)","ARSALAN SHAIKH","","","","","21 Jul 06:01 PM","1532176270240"
"1532176285679","114667266203281398517","","6:04 Thane slow train shortly arriving on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:01 PM","1532176285679"
"1532176303204","114667266203281398517","","5:56 Titwala fast train left from platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:01 PM","1532176303204"
"1532176317703","117892594395960380986","","thane slow train not coming plat no 4 only dast train coming (sent from Thane Stn.)","sayyed zulfikar","","","","","21 Jul 06:01 PM","1532176317703"
"1532176331740","114667266203281398517","","5:58 Dombevli slow train arrived on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:02 PM","1532176331740"
"1532176332164","112894370020260664055","","6:01 Asangoan fast local train arrives shortly at platform no 5 (sent from Thane Stn.)","Thane User","","","","","21 Jul 06:02 PM","1532176332164"
"1532176346467","112894370020260664055","","6:02 CSMT slow local train arrives shortly at platform no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 06:02 PM","1532176346467"
"1532176428589","114667266203281398517","","6:04 Thane slow train arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:03 PM","1532176428589"
"1532176450823","108974546217356041352","","Dadar  (sent from Dadar Stn.)","Preeti Sharma","","","","","21 Jul 06:04 PM","1532176450823"
"1532176498565","114667266203281398517","","5:58 Dombevli slow train left from platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:04 PM","1532176498565"
"1532176513587","114667266203281398517","","5:59 Badlapur fast train left from platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:05 PM","1532176513587"
"1532176516101","110167098285539122949","1","whr is titwala fast train (sent from Byculla Stn.)","punit dhekale","","","","","21 Jul 06:05 PM","1532176516101"
"1532176546029","114667266203281398517","","left from CST.. (sent from Cst Stn.)","CST User","","110167098285539122949","whr is titwala fast train (sent from Byculla Stn.)","punit dhekale","21 Jul 06:05 PM","1532176546029"
"1532176566929","114667266203281398517","","6:06 Ambernath fast train shortly arriving on platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:06 PM","1532176566929"
"1532176604834","112894370020260664055","","6:04 kalyan slow local train arrives shortly at platform no 5 (sent from Thane Stn.)","Thane User","","","","","21 Jul 06:06 PM","1532176604834"
"1532176621752","112894370020260664055","","6:05 CSMT slow local train left from platform no 1 (sent from Thane Stn.)","Thane User","","","","","21 Jul 06:07 PM","1532176621752"
"1532176639801","114667266203281398517","","6:10 Thane fast train shortly arriving on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:07 PM","1532176639801"
"1532176639884","112894370020260664055","","6:05 CSMT fast local train arrives shortly at platform no 6 (sent from Thane Stn.)","Thane User","","","","","21 Jul 06:07 PM","1532176639884"
"1532176710922","114667266203281398517","","6:04 Thane slow train left from platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:08 PM","1532176710922"
"1532176843033","113574392715964092494","","5:44 cst fast train shortly arriving on platform no 6 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 06:10 PM","1532176843033"
"1532176855822","113574392715964092494","","6:01 kalyan fast train shortly arriving on platform no 5 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 06:10 PM","1532176855822"
"1532176869936","113574392715964092494","","6:10 titwala fast train shortly arriving on platform no 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 06:11 PM","1532176869936"
"1532176876480","114667266203281398517","","6:06 Ambernath fast train arrived on platform no 5","CST User","","","","","21 Jul 06:11 PM","1532176876480"
"1532176897729","113574392715964092494","","5:36 cst fast train arrived on platform no 6 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 06:11 PM","1532176897729"
"1532176927431","113574392715964092494","","6:07 cst slow train shortly arriving on platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 06:12 PM","1532176927431"
"1532176950336","113574392715964092494","","6:11 kalyan slow train shortly arriving on platform no 1 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 06:12 PM","1532176950336"
"1532176966774","114667266203281398517","","6:08 Kalyan slow train for ladies train are arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:12 PM","1532176966774"
"1532176971017","113574392715964092494","","5:36 cst fast train left from platform no 6 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 06:12 PM","1532176971017"
"1532176982465","113574392715964092494","1","5:55 cst slow train shortly arriving on platform no 3 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 06:13 PM","1532176982465"
"1532177042384","113574392715964092494","","6:10 titwala fast train arrived on platform no 4 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 06:14 PM","1532177042384"
"1532177077564","113574392715964092494","","6:19 kalyan slow train shortly arriving on platform no 2 (sent from Dadar Stn.)","Dadar User","","","","","21 Jul 06:14 PM","1532177077564"
"1532177081388","100678804603150842069","1","Current status from Byculla... Slow local towards Kalyan are running  5 to 8 min late.... Fast local 10 to 15 min late...and it's little crowded plz..aware of pick pocketers... while. travelling  (sent from Byculla Stn.)","joseph pinto","","","","","21 Jul 06:14 PM","1532177081388"
"1532177085380","114667266203281398517","","6:06 Ambernath fast train left from platform no 5 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:14 PM","1532177085380"
"1532177100895","114667266203281398517","1","6:21 karjat fast train shortly arriving on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:15 PM","1532177100895"
"1532177120437","114667266203281398517","","6:10 Thane fast train arrived on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:15 PM","1532177120437"
"1532177130039","114667266203281398517","","6:08 Kalyan slow train left from platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:15 PM","1532177130039"
"1532177152026","112894370020260664055","","6""13 Khopoli fast local train arrives shortly at platform no 5 (sent from Thane Stn.)","Thane User","","","","","21 Jul 06:15 PM","1532177152026"
"1532177152063","102001023153145887570","","slow local delayed 15 minutes  (sent from Sion Stn.)","bala saheb kekan","","","","","21 Jul 06:15 PM","1532177152063"
"1532177216423","114667266203281398517","","6:14 Kalyan slow train shortly arriving on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:16 PM","1532177216423"
"1532177344263","114667266203281398517","","6:14 Kalyan slow train arrived on platform no 3 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:19 PM","1532177344263"
"1532177363101","114667266203281398517","","6:10 Thane fast train left from platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:19 PM","1532177363101"
"1532177376952","114667266203281398517","","6:21 karjat fast train arrived on platform no 6 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:19 PM","1532177376952"
"1532177399462","100678804603150842069","2","For Kalyan  and Above as Karjat and kasara passengers  govt must give entry in mail and Express... only local pass holder of local line.... and it's will be good.. becuse in Central there are 40 + mail 7and express (sent from Byculla Stn.)","joseph pinto","","","","","21 Jul 06:19 PM","1532177399462"
"1532177415857","114667266203281398517","","6:22 Dombiveli slow train shortly arriving on platform no 4 (sent from Cst Stn.)","CST User","","","","","21 Jul 06:20 PM","1532177415857"
"1532177437259","109778219644427426994","","khapoli (sent from Karjat Stn.)","Rajat Mishra","","","","","21 Jul 06:20 PM","1532177437259"
"1532177451109","109778219644427426994","","kidhar h. (sent from Karjat Stn.)","Rajat Mishra","","","","","21 Jul 06:20 PM","1532177451109"
